adsorbent,adsorbates,temperature(k),pressure,pressureUnits,total_adsorption,adsorptionUnits,DOI
Zeolite MTT,Carbon Dioxide,298,0.299479,bar,0.299479,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.322917,bar,0.322917,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.364583,bar,0.364583,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.395833,bar,0.395833,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.4375,bar,0.4375,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.466146,bar,0.466146,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.5,bar,0.5,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.536458,bar,0.536458,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.570312,bar,0.570312,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.601562,bar,0.601562,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.638021,bar,0.638021,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.666667,bar,0.666667,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.700521,bar,0.700521,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.736979,bar,0.736979,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.765625,bar,0.765625,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.799479,bar,0.799479,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.830729,bar,0.830729,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.859375,bar,0.859375,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.901042,bar,0.901042,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.9375,bar,0.9375,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.958333,bar,0.958333,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,1.0,bar,1.0,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.0264489,bar,0.0264489,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.0502129,bar,0.0502129,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.0739592,bar,0.0739592,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.0951183,bar,0.0951183,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.129426,bar,0.129426,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.153199,bar,0.153199,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.171673,bar,0.171673,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.195455,bar,0.195455,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.216579,bar,0.216579,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.250869,bar,0.250869,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.266721,bar,0.266721,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.30102,bar,0.30102,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.319494,bar,0.319494,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.348512,bar,0.348512,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.37489,bar,0.37489,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.398645,bar,0.398645,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.425005,bar,0.425005,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.472471,bar,0.472471,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.501507,bar,0.501507,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.535806,bar,0.535806,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.57007,bar,0.57007,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.601719,bar,0.601719,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.643869,bar,0.643869,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.672869,bar,0.672869,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.70451,bar,0.70451,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.733511,bar,0.733511,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.770415,bar,0.770415,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.80466,bar,0.80466,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.841564,bar,0.841564,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.90746,bar,0.90746,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.941697,bar,0.941697,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,1.00493,bar,1.00493,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.0102564,bar,0.0102564,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.0179487,bar,0.0179487,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.025641,bar,0.025641,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.0333333,bar,0.0333333,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.0435897,bar,0.0435897,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.0487179,bar,0.0487179,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.0589744,bar,0.0589744,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.0666667,bar,0.0666667,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.074359,bar,0.074359,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.0820513,bar,0.0820513,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.0923077,bar,0.0923077,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.102564,bar,0.102564,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.107692,bar,0.107692,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.117949,bar,0.117949,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.128205,bar,0.128205,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.138462,bar,0.138462,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.148718,bar,0.148718,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.161538,bar,0.161538,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.174359,bar,0.174359,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.187179,bar,0.187179,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.2,bar,0.2,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.212821,bar,0.212821,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.230769,bar,0.230769,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.248718,bar,0.248718,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.269231,bar,0.269231,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.287179,bar,0.287179,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.302564,bar,0.302564,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.315385,bar,0.315385,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.338462,bar,0.338462,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.361538,bar,0.361538,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.384615,bar,0.384615,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.405128,bar,0.405128,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.428205,bar,0.428205,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.453846,bar,0.453846,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.476923,bar,0.476923,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.497436,bar,0.497436,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.520513,bar,0.520513,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.546154,bar,0.546154,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.569231,bar,0.569231,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.592308,bar,0.592308,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.617949,bar,0.617949,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.641026,bar,0.641026,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.666667,bar,0.666667,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.689744,bar,0.689744,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.715385,bar,0.715385,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.741026,bar,0.741026,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.766667,bar,0.766667,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.792308,bar,0.792308,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.815385,bar,0.815385,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.841026,bar,0.841026,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.866667,bar,0.866667,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.892308,bar,0.892308,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.917949,bar,0.917949,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.941026,bar,0.941026,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.966667,bar,0.966667,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,0.992308,bar,0.992308,mmol/g,10.1021/Jp3099768
Zeolite GIS,Carbon Dioxide,298,1.0,bar,1.0,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.0421582,bar,0.0421582,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.0948249,bar,0.0948249,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.14222,bar,0.14222,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.197536,bar,0.197536,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.24493,bar,0.24493,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.289702,bar,0.289702,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.339746,bar,0.339746,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.395036,bar,0.395036,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.447711,bar,0.447711,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.500378,bar,0.500378,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.539878,bar,0.539878,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.60043,bar,0.60043,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.642571,bar,0.642571,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.703132,bar,0.703132,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.747895,bar,0.747895,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.803193,bar,0.803193,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.847957,bar,0.847957,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.908518,bar,0.908518,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,0.953272,bar,0.953272,mmol/g,10.1021/Jp3099768
Zeolite MTT,Carbon Dioxide,298,1.00068,bar,1.00068,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.0078534,bar,0.0078534,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.026178,bar,0.026178,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.052356,bar,0.052356,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.0759162,bar,0.0759162,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.102094,bar,0.102094,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.13089,bar,0.13089,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.151832,bar,0.151832,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.17801,bar,0.17801,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.198953,bar,0.198953,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.227749,bar,0.227749,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.251309,bar,0.251309,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.274869,bar,0.274869,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.301047,bar,0.301047,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.316754,bar,0.316754,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.342932,bar,0.342932,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.36911,bar,0.36911,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.400524,bar,0.400524,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.41623,bar,0.41623,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.468586,bar,0.468586,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.497382,bar,0.497382,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.539267,bar,0.539267,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.568063,bar,0.568063,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.596859,bar,0.596859,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.636126,bar,0.636126,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.667539,bar,0.667539,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.696335,bar,0.696335,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.740838,bar,0.740838,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.764398,bar,0.764398,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.798429,bar,0.798429,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.840314,bar,0.840314,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.897906,bar,0.897906,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.934555,bar,0.934555,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,1.0,bar,1.0,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.0575916,bar,0.0575916,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.10733,bar,0.10733,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.151832,bar,0.151832,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.201571,bar,0.201571,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.248691,bar,0.248691,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.301047,bar,0.301047,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.319372,bar,0.319372,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.36911,bar,0.36911,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.400524,bar,0.400524,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.418848,bar,0.418848,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.447644,bar,0.447644,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.465969,bar,0.465969,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.5,bar,0.5,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.515707,bar,0.515707,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.541885,bar,0.541885,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.568063,bar,0.568063,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.602094,bar,0.602094,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.638743,bar,0.638743,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.672775,bar,0.672775,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.701571,bar,0.701571,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.73822,bar,0.73822,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.769634,bar,0.769634,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.801047,bar,0.801047,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.840314,bar,0.840314,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.86911,bar,0.86911,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.897906,bar,0.897906,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.942408,bar,0.942408,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.965969,bar,0.965969,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,1.00262,bar,1.00262,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.0314136,bar,0.0314136,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.065445,bar,0.065445,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.102094,bar,0.102094,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.13089,bar,0.13089,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.167539,bar,0.167539,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.201571,bar,0.201571,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.227749,bar,0.227749,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.272251,bar,0.272251,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.301047,bar,0.301047,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.332461,bar,0.332461,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.363874,bar,0.363874,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.397906,bar,0.397906,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.445026,bar,0.445026,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.502618,bar,0.502618,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.602094,bar,0.602094,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.651832,bar,0.651832,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.698953,bar,0.698953,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.748691,bar,0.748691,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.801047,bar,0.801047,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.850785,bar,0.850785,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.903141,bar,0.903141,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,0.95288,bar,0.95288,mmol/g,10.1021/Jp3099768
Zeolite MWW,Carbon Dioxide,298,1.0,bar,1.0,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.0259973,bar,0.0259973,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.0545634,bar,0.0545634,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.075326,bar,0.075326,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.103892,bar,0.103892,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.124663,bar,0.124663,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.145444,bar,0.145444,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.171406,bar,0.171406,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.197385,bar,0.197385,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.246723,bar,0.246723,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.298673,bar,0.298673,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.345442,bar,0.345442,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.363583,bar,0.363583,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.397375,bar,0.397375,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.415551,bar,0.415551,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.44153,bar,0.44153,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.472701,bar,0.472701,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.498671,bar,0.498671,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.571429,bar,0.571429,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.597408,bar,0.597408,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.610394,bar,0.610394,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.638969,bar,0.638969,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.664957,bar,0.664957,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.698723,bar,0.698723,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.737705,bar,0.737705,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.76628,bar,0.76628,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.797459,bar,0.797459,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.833856,bar,0.833856,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.865026,bar,0.865026,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.896223,bar,0.896223,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.940414,bar,0.940414,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.961185,bar,0.961185,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.994977,bar,0.994977,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.0461538,bar,0.0461538,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.0692308,bar,0.0692308,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.0974359,bar,0.0974359,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.151282,bar,0.151282,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.197436,bar,0.197436,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.253846,bar,0.253846,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.3,bar,0.3,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.353846,bar,0.353846,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.4,bar,0.4,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.458974,bar,0.458974,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.5,bar,0.5,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.564103,bar,0.564103,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.6,bar,0.6,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.664103,bar,0.664103,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.7,bar,0.7,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.741026,bar,0.741026,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.802564,bar,0.802564,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.848718,bar,0.848718,mmol/g,10.1021/Jp3099768
Zeolite RHO,Carbon Dioxide,298,0.902564,bar,0.902564,mmol/g,10.1021/Jp3099768
